"mid","mname","gid","gname","score"
123,"hsa-miR-122-5p",7320,"IL15RA",0.999994516372681
123,"hsa-miR-122-5p",7395,"ILK",0.999994516372681
123,"hsa-miR-122-5p",7849,"KDM4E",0.999994516372681
123,"hsa-miR-122-5p",8444,"LILRA3",0.999994516372681
123,"hsa-miR-122-5p",8615,"LRRC25",0.999994516372681
123,"hsa-miR-122-5p",8801,"MAB21L4",0.999994516372681
123,"hsa-miR-122-5p",9159,"MEGF8",0.999994516372681
123,"hsa-miR-122-5p",9674,"MTHFD1",0.999994516372681
123,"hsa-miR-122-5p",9744,"MVD",0.999994516372681
123,"hsa-miR-122-5p",10018,"NDC1",0.999994516372681
123,"hsa-miR-122-5p",10551,"NTS",0.999994516372681
123,"hsa-miR-122-5p",11484,"PHLDA1",0.999994516372681
123,"hsa-miR-122-5p",14013,"SFXN3",0.999994516372681
123,"hsa-miR-122-5p",14072,"SH3RF2",0.999994516372681
123,"hsa-miR-122-5p",16510,"TPRA1",0.999994516372681
123,"hsa-miR-122-5p",17590,"XIRP2",0.999994516372681
123,"hsa-miR-122-5p",18286,"ZNF710",0.999994516372681
123,"hsa-miR-122-5p",108,"ABRA",0.999994397163391
123,"hsa-miR-122-5p",125,"ACADS",0.999994397163391
123,"hsa-miR-122-5p",209,"ACTL7A",0.999994397163391
123,"hsa-miR-122-5p",440,"AGTR1",0.999994397163391
123,"hsa-miR-122-5p",950,"ARHGAP5",0.999994397163391
123,"hsa-miR-122-5p",2228,"CCDC12",0.999994397163391
123,"hsa-miR-122-5p",2278,"CCDC186",0.999994397163391
123,"hsa-miR-122-5p",2620,"CDK14",0.999994397163391
123,"hsa-miR-122-5p",2935,"CHRM2",0.999994397163391
123,"hsa-miR-122-5p",3301,"COL9A3",0.999994397163391
123,"hsa-miR-122-5p",4454,"DTNBP1",0.999994397163391
123,"hsa-miR-122-5p",4459,"DTX3",0.999994397163391
123,"hsa-miR-122-5p",5104,"FAF1",0.999994397163391
123,"hsa-miR-122-5p",5887,"GASK1B",0.999994397163391
123,"hsa-miR-122-5p",6288,"GPN2",0.999994397163391
123,"hsa-miR-122-5p",7080,"HSPA12A",0.999994397163391
123,"hsa-miR-122-5p",9308,"MINDY4B",0.999994397163391
123,"hsa-miR-122-5p",9601,"MS4A6A",0.999994397163391
123,"hsa-miR-122-5p",10912,"OTOP2",0.999994397163391
123,"hsa-miR-122-5p",11104,"PAX2",0.999994397163391
123,"hsa-miR-122-5p",11866,"POLDIP2",0.999994397163391
123,"hsa-miR-122-5p",12448,"PSRC1",0.999994397163391
123,"hsa-miR-122-5p",12837,"RASSF7",0.999994397163391
123,"hsa-miR-122-5p",13113,"RHOF",0.999994397163391
123,"hsa-miR-122-5p",14058,"SH3BP4",0.999994397163391
123,"hsa-miR-122-5p",14234,"SLC16A11",0.999994397163391
123,"hsa-miR-122-5p",14913,"SPATA12",0.999994397163391
123,"hsa-miR-122-5p",15089,"SREK1",0.999994397163391
123,"hsa-miR-122-5p",15168,"SSX2",0.999994397163391
123,"hsa-miR-122-5p",15176,"ST13",0.999994397163391
123,"hsa-miR-122-5p",15722,"TCTE1",0.999994397163391
123,"hsa-miR-122-5p",18391,"ZNFX1",0.999994397163391
123,"hsa-miR-122-5p",406,"AGAP3",0.999994277954102
123,"hsa-miR-122-5p",855,"APOC2",0.999994277954102
123,"hsa-miR-122-5p",1301,"ATXN1L",0.999994277954102
123,"hsa-miR-122-5p",1675,"BTG1",0.999994277954102
123,"hsa-miR-122-5p",1785,"C19orf47",0.999994277954102
123,"hsa-miR-122-5p",2215,"CCAR2",0.999994277954102
123,"hsa-miR-122-5p",2743,"CEP104",0.999994277954102
123,"hsa-miR-122-5p",2762,"CEP41",0.999994277954102
123,"hsa-miR-122-5p",2772,"CEP78",0.999994277954102
123,"hsa-miR-122-5p",3521,"CRYBA4",0.999994277954102
123,"hsa-miR-122-5p",4355,"DOK1",0.999994277954102
123,"hsa-miR-122-5p",4384,"DPM2",0.999994277954102
123,"hsa-miR-122-5p",4674,"EIF1B",0.999994277954102
123,"hsa-miR-122-5p",7082,"HSPA13",0.999994277954102
123,"hsa-miR-122-5p",8234,"KRTCAP3",0.999994277954102
123,"hsa-miR-122-5p",8480,"LIPC",0.999994277954102
123,"hsa-miR-122-5p",8775,"LYRM2",0.999994277954102
123,"hsa-miR-122-5p",9614,"MSH4",0.999994277954102
123,"hsa-miR-122-5p",11711,"PLEKHD1",0.999994277954102
123,"hsa-miR-122-5p",12634,"RAB11FIP3",0.999994277954102
123,"hsa-miR-122-5p",12996,"RER1",0.999994277954102
123,"hsa-miR-122-5p",13230,"RNF138",0.999994277954102
123,"hsa-miR-122-5p",13295,"RNGTT",0.999994277954102
123,"hsa-miR-122-5p",13662,"SASH1",0.999994277954102
123,"hsa-miR-122-5p",13978,"SEZ6",0.999994277954102
123,"hsa-miR-122-5p",15184,"ST3GAL5",0.999994277954102
123,"hsa-miR-122-5p",16350,"TNFAIP2",0.999994277954102
123,"hsa-miR-122-5p",16761,"TSPAN15",0.999994277954102
123,"hsa-miR-122-5p",16945,"TYRO3",0.999994277954102
123,"hsa-miR-122-5p",17432,"WASHC5",0.999994277954102
123,"hsa-miR-122-5p",18123,"ZNF511",0.999994277954102
123,"hsa-miR-122-5p",581,"ALOXE3",0.999994158744812
123,"hsa-miR-122-5p",1046,"ARNT",0.999994158744812
123,"hsa-miR-122-5p",2339,"CCDC88B",0.999994158744812
123,"hsa-miR-122-5p",4061,"DEGS2",0.999994158744812
123,"hsa-miR-122-5p",4753,"ELN",0.999994158744812
123,"hsa-miR-122-5p",4846,"EOMES",0.999994158744812
123,"hsa-miR-122-5p",5057,"EYA1",0.999994158744812
123,"hsa-miR-122-5p",6752,"HDX",0.999994158744812
123,"hsa-miR-122-5p",7784,"KCNK3",0.999994158744812
123,"hsa-miR-122-5p",7972,"KLF16",0.999994158744812
123,"hsa-miR-122-5p",9186,"METAP1",0.999994158744812
123,"hsa-miR-122-5p",10208,"NID1",0.999994158744812
123,"hsa-miR-122-5p",12468,"PTEN",0.999994158744812
123,"hsa-miR-122-5p",12884,"RBM33",0.999994158744812
123,"hsa-miR-122-5p",12932,"RCAN3",0.999994158744812
123,"hsa-miR-122-5p",14369,"SLC29A2",0.999994158744812
123,"hsa-miR-122-5p",14879,"SPACA1",0.999994158744812
123,"hsa-miR-122-5p",14914,"SPATA13",0.999994158744812
123,"hsa-miR-122-5p",17879,"ZMYM5",0.999994158744812
123,"hsa-miR-122-5p",18184,"ZNF581",0.999994158744812
123,"hsa-miR-122-5p",96,"ABI1",0.999994039535522
123,"hsa-miR-122-5p",3141,"CLTRN",0.999994039535522
123,"hsa-miR-122-5p",3512,"CRTC2",0.999994039535522
123,"hsa-miR-122-5p",4174,"DIPK1B",0.999994039535522
123,"hsa-miR-122-5p",4424,"DRG1",0.999994039535522
123,"hsa-miR-122-5p",5370,"FBXO40",0.999994039535522
123,"hsa-miR-122-5p",6018,"GHSR",0.999994039535522
123,"hsa-miR-122-5p",6034,"GINS1",0.999994039535522
123,"hsa-miR-122-5p",7244,"IFT22",0.999994039535522
123,"hsa-miR-122-5p",7646,"JAK2",0.999994039535522
123,"hsa-miR-122-5p",7936,"KIF6",0.999994039535522
123,"hsa-miR-122-5p",8099,"KRT16",0.999994039535522
123,"hsa-miR-122-5p",9162,"MEI4",0.999994039535522
123,"hsa-miR-122-5p",10041,"NDUFA2",0.999994039535522
123,"hsa-miR-122-5p",10673,"OCEL1",0.999994039535522
123,"hsa-miR-122-5p",12061,"PPP1R3B",0.999994039535522
123,"hsa-miR-122-5p",12175,"PRELP",0.999994039535522
123,"hsa-miR-122-5p",14247,"SLC17A2",0.999994039535522
123,"hsa-miR-122-5p",15094,"SRGAP2",0.999994039535522
123,"hsa-miR-122-5p",15627,"TBC1D5",0.999994039535522
123,"hsa-miR-122-5p",15700,"TCF7",0.999994039535522
123,"hsa-miR-122-5p",16100,"TMEM129",0.999994039535522
123,"hsa-miR-122-5p",16508,"TPPP3",0.999994039535522
123,"hsa-miR-122-5p",18225,"ZNF629",0.999994039535522
123,"hsa-miR-122-5p",18324,"ZNF774",0.999994039535522
123,"hsa-miR-122-5p",1328,"AWAT2",0.999993920326233
123,"hsa-miR-122-5p",3377,"COX6A2",0.999993920326233
123,"hsa-miR-122-5p",3935,"DCN",0.999993920326233
123,"hsa-miR-122-5p",3963,"DDB2",0.999993920326233
123,"hsa-miR-122-5p",4253,"DNAAF5",0.999993920326233
123,"hsa-miR-122-5p",5241,"FAM47E-STBD1",0.999993920326233
123,"hsa-miR-122-5p",5857,"GALNTL6",0.999993920326233
123,"hsa-miR-122-5p",6141,"GMPS",0.999993920326233
123,"hsa-miR-122-5p",7640,"JADE2",0.999993920326233
123,"hsa-miR-122-5p",7825,"KCTD2",0.999993920326233
123,"hsa-miR-122-5p",8414,"LGMN",0.999993920326233
123,"hsa-miR-122-5p",10307,"NMT1",0.999993920326233
123,"hsa-miR-122-5p",10686,"ODF2L",0.999993920326233
123,"hsa-miR-122-5p",10935,"OVOL1",0.999993920326233
123,"hsa-miR-122-5p",10971,"P3R3URF",0.999993920326233
123,"hsa-miR-122-5p",11951,"POU2F1",0.999993920326233
123,"hsa-miR-122-5p",12480,"PTGES3",0.999993920326233
123,"hsa-miR-122-5p",14220,"SLC13A1",0.999993920326233
123,"hsa-miR-122-5p",15789,"TESMIN",0.999993920326233
123,"hsa-miR-122-5p",16361,"TNFRSF11A",0.999993920326233
123,"hsa-miR-122-5p",16455,"TOR1AIP1",0.999993920326233
123,"hsa-miR-122-5p",17604,"XPNPEP3",0.999993920326233
123,"hsa-miR-122-5p",9,"AADACL2",0.999993801116943
123,"hsa-miR-122-5p",1334,"AZI2",0.999993801116943
123,"hsa-miR-122-5p",1900,"C4A",0.999993801116943
123,"hsa-miR-122-5p",3554,"CSH1",0.999993801116943
123,"hsa-miR-122-5p",3907,"DCAF4",0.999993801116943
123,"hsa-miR-122-5p",3909,"DCAF4L2",0.999993801116943
123,"hsa-miR-122-5p",4356,"DOK2",0.999993801116943
123,"hsa-miR-122-5p",5231,"FAM3A",0.999993801116943
123,"hsa-miR-122-5p",6832,"HIGD1A",0.999993801116943
123,"hsa-miR-122-5p",7113,"HTR1A",0.999993801116943
123,"hsa-miR-122-5p",7898,"KIAA2026",0.999993801116943
123,"hsa-miR-122-5p",7959,"KL",0.999993801116943
123,"hsa-miR-122-5p",9242,"MFSD4B",0.999993801116943
123,"hsa-miR-122-5p",10591,"NUFIP1",0.999993801116943
123,"hsa-miR-122-5p",13671,"SAXO1",0.999993801116943
123,"hsa-miR-122-5p",14554,"SLC7A8",0.999993801116943
123,"hsa-miR-122-5p",17249,"UTP23",0.999993801116943
123,"hsa-miR-122-5p",17361,"VPS37A",0.999993801116943
123,"hsa-miR-122-5p",17799,"ZFAND3",0.999993801116943
123,"hsa-miR-122-5p",17919,"ZNF17",0.999993801116943
123,"hsa-miR-122-5p",18367,"ZNF84",0.999993801116943
123,"hsa-miR-122-5p",941,"ARHGAP33",0.999993681907654
123,"hsa-miR-122-5p",1495,"BET1",0.999993681907654
123,"hsa-miR-122-5p",1608,"BPTF",0.999993681907654
123,"hsa-miR-122-5p",2187,"CBLC",0.999993681907654
123,"hsa-miR-122-5p",2251,"CCDC153",0.999993681907654
123,"hsa-miR-122-5p",2335,"CCDC85C",0.999993681907654
123,"hsa-miR-122-5p",2810,"CFAP300",0.999993681907654
123,"hsa-miR-122-5p",4099,"DEXI",0.999993681907654
123,"hsa-miR-122-5p",4804,"EN2",0.999993681907654
123,"hsa-miR-122-5p",4831,"ENPP6",0.999993681907654
123,"hsa-miR-122-5p",5065,"EZR",0.999993681907654
123,"hsa-miR-122-5p",5480,"FGF8",0.999993681907654
123,"hsa-miR-122-5p",5607,"FOXA1",0.999993681907654
123,"hsa-miR-122-5p",5996,"GGACT",0.999993681907654
123,"hsa-miR-122-5p",6219,"GOLGA8N",0.999993681907654
123,"hsa-miR-122-5p",6539,"GUCA2A",0.999993681907654
123,"hsa-miR-122-5p",7464,"INTS1",0.999993681907654
123,"hsa-miR-122-5p",9017,"MATR3",0.999993681907654
123,"hsa-miR-122-5p",9403,"MOB1B",0.999993681907654
123,"hsa-miR-122-5p",10341,"NOP10",0.999993681907654
123,"hsa-miR-122-5p",10431,"NPTXR",0.999993681907654
123,"hsa-miR-122-5p",11328,"PDXK",0.999993681907654
123,"hsa-miR-122-5p",11815,"PNLIPRP2",0.999993681907654
123,"hsa-miR-122-5p",12475,"PTGER2",0.999993681907654
123,"hsa-miR-122-5p",13214,"RNF111",0.999993681907654
123,"hsa-miR-122-5p",13961,"SESTD1",0.999993681907654
123,"hsa-miR-122-5p",14401,"SLC34A2",0.999993681907654
123,"hsa-miR-122-5p",14617,"SMAD4",0.999993681907654
123,"hsa-miR-122-5p",17151,"UPK3BL1",0.999993681907654
123,"hsa-miR-122-5p",17497,"WDR86",0.999993681907654
123,"hsa-miR-122-5p",1,"A1CF",0.999993562698364
123,"hsa-miR-122-5p",1164,"ATCAY",0.999993562698364
123,"hsa-miR-122-5p",1550,"BMF",0.999993562698364
123,"hsa-miR-122-5p",2291,"CCDC27",0.999993562698364
123,"hsa-miR-122-5p",2897,"CHI3L1",0.999993562698364
123,"hsa-miR-122-5p",3698,"CUEDC2",0.999993562698364
123,"hsa-miR-122-5p",3709,"CUX1",0.999993562698364
123,"hsa-miR-122-5p",7314,"IL12RB1",0.999993562698364
123,"hsa-miR-122-5p",7707,"KAZALD1",0.999993562698364
123,"hsa-miR-122-5p",8437,"LIF",0.999993562698364
123,"hsa-miR-122-5p",8599,"LRPAP1",0.999993562698364
123,"hsa-miR-122-5p",11928,"POP4",0.999993562698364
123,"hsa-miR-122-5p",15134,"SRSF8",0.999993562698364
123,"hsa-miR-122-5p",17962,"ZNF236",0.999993562698364
123,"hsa-miR-122-5p",18013,"ZNF324B",0.999993562698364
123,"hsa-miR-122-5p",988,"ARID3C",0.999993443489075
123,"hsa-miR-122-5p",999,"ARL13B",0.999993443489075
123,"hsa-miR-122-5p",2001,"CACNA1B",0.999993443489075
123,"hsa-miR-122-5p",2969,"CHST9",0.999993443489075
123,"hsa-miR-122-5p",3188,"CNKSR1",0.999993443489075
123,"hsa-miR-122-5p",3475,"CREG1",0.999993443489075
123,"hsa-miR-122-5p",3729,"CXCL17",0.999993443489075
123,"hsa-miR-122-5p",3839,"CYTH1",0.999993443489075
123,"hsa-miR-122-5p",4068,"DENND1C",0.999993443489075
123,"hsa-miR-122-5p",4980,"ESS2",0.999993443489075
123,"hsa-miR-122-5p",5172,"FAM177A1",0.999993443489075
123,"hsa-miR-122-5p",6961,"HOXA13",0.999993443489075
123,"hsa-miR-122-5p",9188,"METAP2",0.999993443489075
123,"hsa-miR-122-5p",9727,"MUC21",0.999993443489075
123,"hsa-miR-122-5p",10375,"NPAS2",0.999993443489075
123,"hsa-miR-122-5p",12174,"PRELID3B",0.999993443489075
123,"hsa-miR-122-5p",13684,"SC5D",0.999993443489075
123,"hsa-miR-122-5p",15077,"SQSTM1",0.999993443489075
123,"hsa-miR-122-5p",16531,"TRABD2B",0.999993443489075
123,"hsa-miR-122-5p",17385,"VSIG10L2",0.999993443489075
123,"hsa-miR-122-5p",17404,"VWA1",0.999993443489075
123,"hsa-miR-122-5p",17906,"ZNF140",0.999993443489075
123,"hsa-miR-122-5p",18279,"ZNF705D",0.999993443489075
123,"hsa-miR-122-5p",287,"ADAMTSL3",0.999993324279785
123,"hsa-miR-122-5p",1546,"BLVRA",0.999993324279785
123,"hsa-miR-122-5p",1941,"C7orf25",0.999993324279785
123,"hsa-miR-122-5p",2706,"CELF2",0.999993324279785
123,"hsa-miR-122-5p",4271,"DNAJA3",0.999993324279785
123,"hsa-miR-122-5p",4694,"EIF3D",0.999993324279785
123,"hsa-miR-122-5p",4834,"ENTHD1",0.999993324279785
123,"hsa-miR-122-5p",5467,"FGF17",0.999993324279785
123,"hsa-miR-122-5p",5506,"FIBCD1",0.999993324279785
123,"hsa-miR-122-5p",6376,"GPS1",0.999993324279785
123,"hsa-miR-122-5p",7787,"KCNK6",0.999993324279785
123,"hsa-miR-122-5p",8748,"LY6H",0.999993324279785
123,"hsa-miR-122-5p",8996,"MARS2",0.999993324279785
123,"hsa-miR-122-5p",9941,"NAT8",0.999993324279785
123,"hsa-miR-122-5p",10112,"NEK3",0.999993324279785
123,"hsa-miR-122-5p",10285,"NLRX1",0.999993324279785
123,"hsa-miR-122-5p",11647,"PLA2G4B",0.999993324279785
123,"hsa-miR-122-5p",12289,"PRR14L",0.999993324279785
123,"hsa-miR-122-5p",12639,"RAB14",0.999993324279785
123,"hsa-miR-122-5p",12784,"RAP1GDS1",0.999993324279785
123,"hsa-miR-122-5p",13262,"RNF207",0.999993324279785
123,"hsa-miR-122-5p",13643,"SAMSN1",0.999993324279785
123,"hsa-miR-122-5p",14314,"SLC25A21",0.999993324279785
123,"hsa-miR-122-5p",14513,"SLC5A3",0.999993324279785
123,"hsa-miR-122-5p",14873,"SP6",0.999993324279785
123,"hsa-miR-122-5p",15942,"TIGD3",0.999993324279785
123,"hsa-miR-122-5p",16311,"TMOD1",0.999993324279785
123,"hsa-miR-122-5p",17861,"ZKSCAN2",0.999993324279785
123,"hsa-miR-122-5p",17950,"ZNF223",0.999993324279785
123,"hsa-miR-122-5p",18448,"ZXDC",0.999993324279785
123,"hsa-miR-122-5p",782,"AP1AR",0.999993205070496
123,"hsa-miR-122-5p",907,"ARFGAP2",0.999993205070496
123,"hsa-miR-122-5p",2596,"CDH22",0.999993205070496
123,"hsa-miR-122-5p",2976,"CHURC1",0.999993205070496
123,"hsa-miR-122-5p",3191,"CNMD",0.999993205070496
123,"hsa-miR-122-5p",3992,"DDX25",0.999993205070496
123,"hsa-miR-122-5p",4825,"ENPEP",0.999993205070496
123,"hsa-miR-122-5p",5251,"FAM76A",0.999993205070496
123,"hsa-miR-122-5p",7153,"IARS2",0.999993205070496
123,"hsa-miR-122-5p",9604,"MS4A8",0.999993205070496
123,"hsa-miR-122-5p",9755,"MXRA8",0.999993205070496
123,"hsa-miR-122-5p",9929,"NAPG",0.999993205070496
123,"hsa-miR-122-5p",12006,"PPIL1",0.999993205070496
123,"hsa-miR-122-5p",14168,"SIRT4",0.999993205070496
123,"hsa-miR-122-5p",16110,"TMEM135",0.999993205070496
123,"hsa-miR-122-5p",16360,"TNFRSF10D",0.999993205070496
123,"hsa-miR-122-5p",16656,"TRIM72",0.999993205070496
123,"hsa-miR-122-5p",491,"AKAP3",0.999993085861206
123,"hsa-miR-122-5p",1527,"BIRC2",0.999993085861206
123,"hsa-miR-122-5p",2883,"CHD3",0.999993085861206
123,"hsa-miR-122-5p",5391,"FBXW8",0.999993085861206
123,"hsa-miR-122-5p",5939,"GCSAM",0.999993085861206
123,"hsa-miR-122-5p",6555,"GYG1",0.999993085861206
123,"hsa-miR-122-5p",6636,"H3C6",0.999993085861206
123,"hsa-miR-122-5p",7612,"ITM2B",0.999993085861206
123,"hsa-miR-122-5p",8242,"KYAT1",0.999993085861206
123,"hsa-miR-122-5p",9387,"MMP8",0.999993085861206
123,"hsa-miR-122-5p",9412,"MOCS2",0.999993085861206
123,"hsa-miR-122-5p",11778,"PLXDC1",0.999993085861206
123,"hsa-miR-122-5p",12539,"PTPRN",0.999993085861206
123,"hsa-miR-122-5p",13545,"RTP5",0.999993085861206
123,"hsa-miR-122-5p",14835,"SORL1",0.999993085861206
123,"hsa-miR-122-5p",15809,"TEX264",0.999993085861206
123,"hsa-miR-122-5p",15828,"TFAP2B",0.999993085861206
123,"hsa-miR-122-5p",15903,"THEMIS2",0.999993085861206
123,"hsa-miR-122-5p",16349,"TNFAIP1",0.999993085861206
123,"hsa-miR-122-5p",17112,"ULK2",0.999993085861206
123,"hsa-miR-122-5p",17308,"VEGFD",0.999993085861206
123,"hsa-miR-122-5p",17966,"ZNF25",0.999993085861206
123,"hsa-miR-122-5p",18075,"ZNF433",0.999993085861206
123,"hsa-miR-122-5p",301,"ADCY1",0.999992966651916
123,"hsa-miR-122-5p",1832,"C1QTNF12",0.999992966651916
123,"hsa-miR-122-5p",1851,"C20orf96",0.999992966651916
123,"hsa-miR-122-5p",1968,"C9orf85",0.999992966651916
123,"hsa-miR-122-5p",2210,"CC2D1A",0.999992966651916
123,"hsa-miR-122-5p",2715,"CEMIP2",0.999992966651916
123,"hsa-miR-122-5p",3076,"CLEC1A",0.999992966651916
123,"hsa-miR-122-5p",3717,"CWF19L2",0.999992966651916
123,"hsa-miR-122-5p",5258,"FAM83B",0.999992966651916
123,"hsa-miR-122-5p",5451,"FFAR4",0.999992966651916
123,"hsa-miR-122-5p",5984,"GFOD2",0.999992966651916
123,"hsa-miR-122-5p",6391,"GRAMD1A",0.999992966651916
123,"hsa-miR-122-5p",6828,"HID1",0.999992966651916
123,"hsa-miR-122-5p",7708,"KAZN",0.999992966651916
123,"hsa-miR-122-5p",8042,"KLK8",0.999992966651916
123,"hsa-miR-122-5p",8249,"L3MBTL1",0.999992966651916
123,"hsa-miR-122-5p",8447,"LILRA6",0.999992966651916
123,"hsa-miR-122-5p",8617,"LRRC27",0.999992966651916
123,"hsa-miR-122-5p",9597,"MS4A3",0.999992966651916
123,"hsa-miR-122-5p",10023,"NDFIP2",0.999992966651916
123,"hsa-miR-122-5p",10256,"NKX6-1",0.999992966651916
123,"hsa-miR-122-5p",10817,"OR52A5",0.999992966651916
123,"hsa-miR-122-5p",11939,"POTEB3",0.999992966651916
123,"hsa-miR-122-5p",12307,"PRR29",0.999992966651916
123,"hsa-miR-122-5p",13461,"RPUSD1",0.999992966651916
123,"hsa-miR-122-5p",16319,"TMPRSS11D",0.999992966651916
123,"hsa-miR-122-5p",591,"ALX1",0.999992847442627
123,"hsa-miR-122-5p",1173,"ATF7",0.999992847442627
123,"hsa-miR-122-5p",2416,"CCNQ",0.999992847442627
123,"hsa-miR-122-5p",3149,"CMA1",0.999992847442627
123,"hsa-miR-122-5p",3251,"COG3",0.999992847442627
123,"hsa-miR-122-5p",3902,"DCAF12L2",0.999992847442627
123,"hsa-miR-122-5p",5409,"FCHSD2",0.999992847442627
123,"hsa-miR-122-5p",5503,"FHL5",0.999992847442627
123,"hsa-miR-122-5p",5588,"FNDC3B",0.999992847442627
123,"hsa-miR-122-5p",6234,"GOPC",0.999992847442627
123,"hsa-miR-122-5p",6335,"GPR27",0.999992847442627
123,"hsa-miR-122-5p",6398,"GRAP2",0.999992847442627
123,"hsa-miR-122-5p",9116,"MEAK7",0.999992847442627
123,"hsa-miR-122-5p",9607,"MSANTD3",0.999992847442627
123,"hsa-miR-122-5p",10206,"NIBAN3",0.999992847442627
123,"hsa-miR-122-5p",10893,"OSGEP",0.999992847442627
123,"hsa-miR-122-5p",13548,"RUBCN",0.999992847442627
123,"hsa-miR-122-5p",13683,"SBSPON",0.999992847442627
123,"hsa-miR-122-5p",14205,"SLC10A4",0.999992847442627
123,"hsa-miR-122-5p",14622,"SMAGP",0.999992847442627
123,"hsa-miR-122-5p",14770,"SNRPN",0.999992847442627
123,"hsa-miR-122-5p",14821,"SOD1",0.999992847442627
123,"hsa-miR-122-5p",15158,"SSRP1",0.999992847442627
123,"hsa-miR-122-5p",15329,"STX7",0.999992847442627
123,"hsa-miR-122-5p",16877,"TUBAL3",0.999992847442627
123,"hsa-miR-122-5p",17843,"ZG16",0.999992847442627
123,"hsa-miR-122-5p",18011,"ZNF322",0.999992847442627
123,"hsa-miR-122-5p",18272,"ZNF70",0.999992847442627
123,"hsa-miR-122-5p",136,"ACBD5",0.999992728233337
123,"hsa-miR-122-5p",596,"AMBN",0.999992728233337
123,"hsa-miR-122-5p",1997,"CABYR",0.999992728233337
123,"hsa-miR-122-5p",2712,"CELSR2",0.999992728233337
123,"hsa-miR-122-5p",3090,"CLEC4M",0.999992728233337
123,"hsa-miR-122-5p",3295,"COL6A6",0.999992728233337
123,"hsa-miR-122-5p",3952,"DCUN1D1",0.999992728233337
123,"hsa-miR-122-5p",4472,"DUSP1",0.999992728233337
123,"hsa-miR-122-5p",5212,"FAM228A",0.999992728233337
123,"hsa-miR-122-5p",5349,"FBXO11",0.999992728233337
123,"hsa-miR-122-5p",5957,"GDI1",0.999992728233337
123,"hsa-miR-122-5p",7911,"KIF1A",0.999992728233337
123,"hsa-miR-122-5p",8426,"LHFPL6",0.999992728233337
123,"hsa-miR-122-5p",10446,"NR1H2",0.999992728233337
123,"hsa-miR-122-5p",11163,"PCDHB1",0.999992728233337
123,"hsa-miR-122-5p",11633,"PKP4",0.999992728233337
123,"hsa-miR-122-5p",11936,"POT1",0.999992728233337
123,"hsa-miR-122-5p",11963,"POU5F2",0.999992728233337
123,"hsa-miR-122-5p",12832,"RASSF2",0.999992728233337
123,"hsa-miR-122-5p",13450,"RPS6KA6",0.999992728233337
123,"hsa-miR-122-5p",13785,"SDF2",0.999992728233337
123,"hsa-miR-122-5p",15435,"SYNDIG1L",0.999992728233337
123,"hsa-miR-122-5p",15875,"TGM5",0.999992728233337
123,"hsa-miR-122-5p",15905,"THNSL1",0.999992728233337
123,"hsa-miR-122-5p",16744,"TSHR",0.999992728233337
123,"hsa-miR-122-5p",1460,"BCL3",0.999992609024048
123,"hsa-miR-122-5p",2394,"CCNB1IP1",0.999992609024048
123,"hsa-miR-122-5p",8140,"KRT81",0.999992609024048
123,"hsa-miR-122-5p",9906,"NAGLU",0.999992609024048
123,"hsa-miR-122-5p",14516,"SLC5A6",0.999992609024048
123,"hsa-miR-122-5p",14530,"SLC6A17",0.999992609024048
123,"hsa-miR-122-5p",15594,"TBC1D12",0.999992609024048
123,"hsa-miR-122-5p",16567,"TRAPPC9",0.999992609024048
123,"hsa-miR-122-5p",16854,"TTLL4",0.999992609024048
123,"hsa-miR-122-5p",18260,"ZNF684",0.999992609024048
123,"hsa-miR-122-5p",564,"ALKAL2",0.999992489814758
123,"hsa-miR-122-5p",1694,"BUB3",0.999992489814758
123,"hsa-miR-122-5p",3437,"CPT1A",0.999992489814758
123,"hsa-miR-122-5p",4653,"EGR3",0.999992489814758
123,"hsa-miR-122-5p",5422,"FCSK",0.999992489814758
123,"hsa-miR-122-5p",6256,"GPAT4",0.999992489814758
123,"hsa-miR-122-5p",6691,"HAUS3",0.999992489814758
123,"hsa-miR-122-5p",6717,"HCFC1",0.999992489814758
123,"hsa-miR-122-5p",8379,"LEMD3",0.999992489814758
123,"hsa-miR-122-5p",9486,"MRGPRE",0.999992489814758
123,"hsa-miR-122-5p",10351,"NOS2",0.999992489814758
123,"hsa-miR-122-5p",10753,"OR10J1",0.999992489814758
123,"hsa-miR-122-5p",11638,"PLA2G15",0.999992489814758
123,"hsa-miR-122-5p",12220,"PRKD3",0.999992489814758
123,"hsa-miR-122-5p",12947,"RCOR3",0.999992489814758
123,"hsa-miR-122-5p",12981,"RELA",0.999992489814758
123,"hsa-miR-122-5p",13537,"RTN4IP1",0.999992489814758
123,"hsa-miR-122-5p",15269,"STK35",0.999992489814758
123,"hsa-miR-122-5p",15923,"THTPA",0.999992489814758
123,"hsa-miR-122-5p",15950,"TIMM10",0.999992489814758
123,"hsa-miR-122-5p",16133,"TMEM163",0.999992489814758
123,"hsa-miR-122-5p",16649,"TRIM65",0.999992489814758
123,"hsa-miR-122-5p",16913,"TWF1",0.999992489814758
123,"hsa-miR-122-5p",17529,"WIPF3",0.999992489814758
123,"hsa-miR-122-5p",17536,"WNK3",0.999992489814758
123,"hsa-miR-122-5p",160,"ACOT12",0.999992370605469
123,"hsa-miR-122-5p",530,"ALDH1A3",0.999992370605469
123,"hsa-miR-122-5p",773,"ANXA8",0.999992370605469
123,"hsa-miR-122-5p",973,"ARHGEF35",0.999992370605469
